n_groups,avg_final_causal_f1,avg_best_checkpoint_causal_f1,avg_delta_best_minus_final,median_delta_best_minus_final,max_delta_best_minus_final,count_best_gt_final,count_best_gt_final_by_0p02,count_best_before_final,count_best_matches_min_energy,best_avg_checkpoint_schedule_label,best_avg_checkpoint_budget_label,best_avg_checkpoint_cooling_factor,best_avg_checkpoint_causal_f1,best_avg_delta_schedule_label,best_avg_delta_budget_label,best_avg_delta_cooling_factor,best_avg_delta_best_minus_final
16,0.3580461176,0.4538571812,0.09581106366,0.0902573638,0.2092293907,14,14,14,4,gamma_0p5,medium_25_25_8,0.5,0.5728268569,gamma_0p5,medium_25_25_8,0.5,0.1280177868
